Time Of Stop,Location,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,State,VehicleType,Make,Model,Color,Violation Type,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type
18,OLD GEORGETOWN RD @ TUCKERMAN LN,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,TUNDRA,GRAY,Citation,Transportation Article,No,HISPANIC,M,MT RAINER,MD,MD,A - Marked Patrol
21,I 270 SB / SHADY GROVE RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,PICKUP,GRAY,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
0,WASHINTONIAN AND GRAND CORNER,No,No,No,No,Yes,No,No,MD,02 - Automobile,FORD,TAURUS,BLACK,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
8,CLARKSBURG RD @ OVERLOOK PARK DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,E150,GREEN,Citation,Transportation Article,No,WHITE,M,MONROVIA,MD,MD,A - Marked Patrol
2,JONES BRIDGE RD @ CONNECTICUT AVE,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,FORD,F-250,WHITE,Citation,Transportation Article,No,WHITE,M,ANNAPOLIS,MD,MD,Q - Marked Laser
18,600 E/B UNIVERSITY BVD E,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC 4DR,SILVER,Citation,Transportation Article,No,WHITE,M,POOLESVILLE,MD,MD,A - Marked Patrol
23,RIVER RD / WILSON LA,No,No,No,No,Yes,No,No,FL,07 - Truck/Road Tractor,FRHT,TT,WHITE,Citation,Transportation Article,No,HISPANIC,M,HIALEAH,FL,FL,A - Marked Patrol
4,I/270 @ ROCKLEDGE DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,TSX,WHITE,Citation,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
17,WB 11400 BLK LOCKWOOD DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,MUSTANG,BROWN,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
20,STEWARTOWN/TAVERNEY,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,IMPALA,RED,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
21,NEW HAMPSHIRE AVE/COLUMBIA PK,No,No,No,No,No,No,No,MD,02 - Automobile,VOLKSWAGON,PASSAT,"BLUE, LIGHT",Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
22,13813 BETHPAGE LN.,No,No,Yes,No,No,No,No,MD,02 - Automobile,HOND,2D,BLACK,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
17,CONNECTICUT AVE @ DEAN RD,No,No,No,No,Yes,No,No,MD,02 - Automobile,CHEVROLET,MALIBU,"GREEN, DK",Citation,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
11,EASTERN AVE @ BLAIR MILL RD,No,No,No,No,Yes,No,No,MD,02 - Automobile,GMC,TRUCK,WHITE,Citation,Transportation Article,No,HISPANIC,M,BELTSVILLE,MD,MD,A - Marked Patrol
23,WAYNE AVE/FENTON ST,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVROLET,SUBURBAN,BRONZE,Citation,Transportation Article,No,BLACK,M,WEST HYATTSVILLE,MD,MD,A - Marked Patrol
23,CONNECTCUT AVE / WELLER RD,No,No,No,No,No,No,No,DC,02 - Automobile,TOYOTA,CAMRY,WHITE,Citation,Transportation Article,No,BLACK,M,MOUNT RAINIER,MD,MD,A - Marked Patrol
14,VEIRS MILL RD @ GRIDLEY RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
20,GEORGIA AVE AND LAYHILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,DODGE,CHARGER,BLACK,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
2,RIDGE RD. AT HENDERSON CORNER RD.,No,No,No,No,No,No,No,MD,02 - Automobile,HYUN,4S,SILVER,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
17,RT 355 @ WATKINS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,4S,WHITE,Citation,Transportation Article,No,BLACK,F,GERMANTOWN,MD,CA,A - Marked Patrol
0,NB FREDERICK RD @ COLLINS DR,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVORLET,SILVERADO,BLACK,Citation,Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol
9,CONNECTICUT AVE @ EVERETT ST,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,GMC,TK,TAN,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser
0,2 PRESERVE PKWY,No,No,No,No,No,No,No,XX,29 - Unknown,NONE,NONE,N/A,Citation,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,O - Foot Patrol
0,CONNECTICUT AVE/GRAND PRE RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,GREEN,Citation,Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,B - Unmarked Patrol
9,GREENWOOD AT DOMER,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,RED,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
8,POOKS HILL RD AT LINDEN AV,No,No,No,No,No,No,No,MD,03 - Station Wagon,HOND,VN,SILVER,Citation,Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol
17,SB COLUMBA PIKE/CHERRY HILL ROAD,No,No,No,No,No,No,No,MD,03 - Station Wagon,CHEVY,MALIBU,TAN,Citation,Transportation Article,No,NATIVE AMERICAN,M,ROCKVILLE,MD,MD,A - Marked Patrol
3,11409 LOCKWOOD DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,RED,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
15,270 @ OLD GEORGETOWN RD N/B,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,BLAZER,"BLUE, DARK",Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,S - License Plate Recognition
14,21600 BLK CLARKSBURG RD,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,SILVERADO TK,WHITE,Warning,Transportation Article,No,WHITE,M,IJAMSVILLE,MD,MD,A - Marked Patrol
19,4400 EAST WEST HWY,No,No,No,No,No,No,No,GA,02 - Automobile,SUZUKI,FORENZA,SILVER,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
23,EB UNIVERSITY BLVD E @ SEEK LA,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,YARIS,GRAY,Citation,Transportation Article,No,WHITE,F,HYATTSVILLE,MD,MD,A - Marked Patrol
1,NORBECK RD @ 1ST ST,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,SILVER,Citation,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,NEW HAMPSHIRE / VALLEYBROOK,Yes,No,No,No,No,No,No,MD,06 - Heavy Duty Truck,GMC,TK,WHITE,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
11,N/B 270 AT EXIT 6,No,No,No,No,No,No,No,MD,03 - Station Wagon,GMC,YUKON,BLACK,Citation,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
3,UNIVERSITY BLVD W / ORANGE DR,No,No,No,No,No,No,No,DC,02 - Automobile,NISSAN,SENTRA,BLUE,Citation,Transportation Article,No,HISPANIC,F,WASHINGTON,DC,DC,A - Marked Patrol
1,NORFOLK AVE AT FAIRMONT AVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,BLUE,Citation,Transportation Article,No,OTHER,F,POTOMAC,MD,MD,B - Unmarked Patrol
20,GEORGIA AVE/ARCOLA AVE,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYOTA,RAV4,SILVER,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,370/ICC,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,COBALT,RED,Citation,Transportation Article,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol
11,CENTURY BLVD @ PINNACLE DR,No,No,No,No,No,No,No,VA,05 - Light Duty Truck,FORD,KING RANCH P/U,GREEN,Citation,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol
7,RICHTER FARM RD AT CORMORANT,No,No,No,No,No,No,No,MD,28 - Other,PORS,TK,SILVER,Citation,Transportation Article,No,ASIAN,F,BOYDS,MD,MD,R - Unmarked Laser
7,WOODFIELD ROAD AND EAST VILLAGE AVE,No,No,No,No,No,No,Yes,MD,05 - Light Duty Truck,FORD,E250,GREEN,Citation,Transportation Article,No,WHITE,M,WESTMINSTER,MD,MD,S - License Plate Recognition
10,E/B DARNESTOWN ROAD AT DUFIEF DR,No,No,No,No,Yes,No,No,MD,02 - Automobile,TOYT,CAMRY,BLACK,Citation,Transportation Article,No,WHITE,M,POOLESVILLE,MD,MD,Q - Marked Laser
14,WB SHADY GROVE METRO EXIT @ 370,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,4S,BLUE,Citation,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,Q - Marked Laser
12,270 N/B 124,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,VAN,WHITE,Citation,Transportation Article,No,WHITE,M,BOONSBORO,MD,MD,L - Motorcycle
8,W. DEER PARK RD @ SUMMIT HALL RD,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,4S,BLACK,Citation,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
9,WEST BOUND RT 108 AT HILLCREST AVE,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHRY,VN,WHITE,Citation,Transportation Article,No,WHITE,F,WOODBINE,MD,CO,Q - Marked Laser
11,W/B #2 BRIGHTON DAM RD (WSSC REC AREA),No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLUE,Citation,Transportation Article,No,WHITE,F,MOUNT AIRY,MD,MD,Q - Marked Laser
11,VEIRS MILL RD EB LN3 @ GAIL DR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,SILVERADO,BLACK,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
1,GRANDVIEW/UNIVERSITY BLVD W,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,4S,SILVER,Citation,Transportation Article,No,WHITE,M,WHEATON,MD,MD,B - Unmarked Patrol
23,GEORGIA AVENUE @ SEMINARY ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,AVALON,GRAY,Citation,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
11,SB RT 29 / FAIRLAND RD,No,No,No,No,No,No,No,MD,02 - Automobile,JEEP,TK,BLACK,Citation,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
18,OLD GEORGETOWN RD @ TUCKERMAN LN,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,TUNDRA,GRAY,Citation,Transportation Article,No,HISPANIC,M,MT RAINER,MD,MD,A - Marked Patrol
21,I 270 SB / SHADY GROVE RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,PICKUP,GRAY,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
0,WASHINTONIAN AND GRAND CORNER,No,No,No,No,Yes,No,No,MD,02 - Automobile,FORD,TAURUS,BLACK,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
13,RT355 @ HENDERSON CORNER,No,No,No,No,No,No,No,MD,02 - Automobile,DODGE,GRAND CARAVAN,GREEN,Citation,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol
3,MONTROSE DRWY @ CONNECTICUT AVE,No,No,No,No,No,No,No,MD,02 - Automobile,SATURN,4S,GREEN,Citation,Transportation Article,No,BLACK,F,BOWIE,MD,MD,A - Marked Patrol
15,LOCKWOOD DR TO S/B RT 29,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYOTA,MATRIX SW,"BLUE, LIGHT",Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,NB 270 / WEST DIAMOND AVE,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,FUS 4S,GRAY,Citation,Transportation Article,No,WHITE,F,DAMASCUS,MD,MD,M - Marked (Off-Duty)
4,I/270 @ ROCKLEDGE DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,TSX,WHITE,Citation,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
23,WB UNIVERSITY BLVD@ E/ I-495 EXIT,No,No,No,No,No,No,No,MD,02 - Automobile,VOLV,4S,SILVER,Citation,Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol
1,COLESVILLE RD/HASTINGS DR,No,No,No,No,No,No,No,MD,02 - Automobile,DODGE,AVENGER,WHITE,Citation,Transportation Article,No,BLACK,M,CHESAPEAKE,VA,VA,A - Marked Patrol
22,13813 BETHPAGE LN.,No,No,Yes,No,No,No,No,MD,02 - Automobile,HOND,2D,BLACK,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
17,CONNECTICUT AVE @ DEAN RD,No,No,No,No,Yes,No,No,MD,02 - Automobile,CHEVROLET,MALIBU,"GREEN, DK",Citation,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
8,GEORGIA AVE @ THAYER AVE,No,No,No,No,No,No,No,OH,02 - Automobile,CHEVROLET,EQUINOX,WHITE,Citation,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol
16,GEORGIA  AVE/EVANS DR,No,No,No,No,No,No,No,MD,02 - Automobile,SUBARU,OUTBACK,WHITE,Citation,Transportation Article,No,WHITE,M,FREDERICK,MD,MD,A - Marked Patrol
23,CONNECTCUT AVE / WELLER RD,No,No,No,No,No,No,No,DC,02 - Automobile,TOYOTA,CAMRY,WHITE,Citation,Transportation Article,No,BLACK,M,MOUNT RAINIER,MD,MD,A - Marked Patrol
14,VEIRS MILL RD @ GRIDLEY RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
20,GEORGIA AVE AND LAYHILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,DODGE,CHARGER,BLACK,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
15,SHADY GROVE RD. AT EPSILON DR.,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,JUKE,GRAY,Citation,Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol
23,GERMANTOWN RD. AT OBSERVATION DR.,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACORD - 4S,"BLUE, DARK",Citation,Transportation Article,No,OTHER,M,GERMANTOWN,MD,MD,A - Marked Patrol
17,RT 355 @ WATKINS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,4S,WHITE,Citation,Transportation Article,No,BLACK,F,GERMANTOWN,MD,CA,A - Marked Patrol
9,CONNECTICUT AVE @ EVERETT ST,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEV,SUBURBAN,WHITE,Citation,Transportation Article,No,WHITE,F,KENSINGTON,MD,MD,Q - Marked Laser
0,2 PRESERVE PKWY,No,No,No,No,No,No,No,XX,29 - Unknown,NONE,NONE,N/A,Citation,Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,O - Foot Patrol
9,GREENWOOD AT DOMER,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,RED,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
8,POOKS HILL RD AT LINDEN AV,No,No,No,No,No,No,No,MD,02 - Automobile,HYUN,4S,WHITE,Citation,Transportation Article,No,ASIAN,F,BETHESDA,MD,MD,A - Marked Patrol
17,SB COLUMBA PIKE/CHERRY HILL ROAD,No,No,No,No,No,No,No,MD,03 - Station Wagon,CHEVY,MALIBU,TAN,Citation,Transportation Article,No,NATIVE AMERICAN,M,ROCKVILLE,MD,MD,A - Marked Patrol
3,11409 LOCKWOOD DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,RED,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
15,270 @ OLD GEORGETOWN RD N/B,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,BLAZER,"BLUE, DARK",Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,S - License Plate Recognition
19,4400 EAST WEST HWY,No,No,No,No,No,No,No,GA,02 - Automobile,SUZUKI,FORENZA,SILVER,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
23,EB UNIVERSITY BLVD E @ SEEK LA,No,No,No,No,No,No,No,MD,02 - Automobile,HYUN,4D,BLACK,Citation,Transportation Article,No,BLACK,F,LAUREL,MD,MD,A - Marked Patrol
0,SOUTHLAWN LN @ E GUDE DR,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,SENTRA,BLACK,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
10,NEW HAMPSHIRE / VALLEYBROOK,Yes,No,No,No,No,No,No,MD,06 - Heavy Duty Truck,GMC,TK,WHITE,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
11,S/B 270 AT EXIT 6,No,No,No,No,No,No,No,MD,02 - Automobile,MAZD,4S,BLACK,Citation,Transportation Article,No,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol
0,GEORGIA AVE / ICC MD 200 PARK -N-RIDE,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,ALTIMA,GRAY,Citation,Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol
1,NORFOLK AVE AT FAIRMONT AVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,BLUE,Citation,Transportation Article,No,OTHER,F,POTOMAC,MD,MD,B - Unmarked Patrol
20,GEORGIA AVE/ARCOLA AVE,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYOTA,RAV4,SILVER,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,370/ICC,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,COBALT,RED,Citation,Transportation Article,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol
11,CENTURY BLVD @ PINNACLE DR,No,No,No,No,No,No,No,MD,02 - Automobile,CADI,4S,BLUE,Citation,Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol
8,RICHTER FARM RD AT CORMORANT,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEV,TK,BLACK,Citation,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,R - Unmarked Laser
7,WOODFIELD ROAD AND EAST VILLAGE AVE,No,No,No,No,No,No,Yes,MD,05 - Light Duty Truck,FORD,E250,GREEN,Citation,Transportation Article,No,WHITE,M,WESTMINSTER,MD,MD,S - License Plate Recognition
10,E/B DARNESTOWN ROAD AT DUFIEF DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,COROLLA,GOLD,Citation,Transportation Article,No,WHITE,M,N POTOMAC,MD,MD,Q - Marked Laser
15,WB 370 @ SAM EIG,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,4DR,SILVER,Citation,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
13,W. GUDE E/B TO LF NB 355,No,No,No,No,No,No,No,MD,03 - Station Wagon,DODG,VN,SILVER,Citation,Transportation Article,No,WHITE,M,HAGERSTOWN,MD,MD,L - Motorcycle
8,W. DEER PARK RD @ SUMMIT HALL RD,No,No,No,No,No,No,No,MD,02 - Automobile,MITSUBISHI,LANCER,GRAY,Citation,Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol
9,WEST BOUND RT 108 AT HILLCREST AVE,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHRY,VN,WHITE,Citation,Transportation Article,No,WHITE,F,WOODBINE,MD,CO,Q - Marked Laser
12,W/B #2 BRIGHTON DAM RD (WSSC REC AREA),No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,TAHOE,WHITE,Citation,Transportation Article,No,WHITE,F,BROOKEVILLE,MD,MD,Q - Marked Laser
11,VEIRS MILL RD EB LN3 @ GAIL DR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,SILVERADO,BLACK,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
1,GRANDVIEW/UNIVERSITY BLVD W,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,4S,SILVER,Citation,Transportation Article,No,WHITE,M,WHEATON,MD,MD,B - Unmarked Patrol
23,GEORGIA AVENUE @ SEMINARY ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,AVALON,GRAY,Citation,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
11,SB RT 29 RAMP ONTO FAIRLAND RD,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,4S,SILVER,Citation,Transportation Article,No,BLACK,F,ELKRIDGE,MD,MD,A - Marked Patrol
18,OLD GEORGETOWN RD @ TUCKERMAN LN,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,TUNDRA,GRAY,Citation,Transportation Article,No,HISPANIC,M,MT RAINER,MD,MD,A - Marked Patrol
1,WISCONSIN AVE /OLD GEORGETOWN RD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,FUSION,RED,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
0,WASHINTONIAN AND GRAND CORNER,No,No,No,No,Yes,No,No,MD,02 - Automobile,FORD,TAURUS,BLACK,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,RT 355 @ PLUMMER DR,No,No,No,No,No,No,No,MD,02 - Automobile,KIA,SPECTRA,RED,Citation,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol
3,MONTROSE DRWY @ CONNECTICUT AVE,No,No,No,No,No,No,No,MD,02 - Automobile,SATURN,4S,GREEN,Citation,Transportation Article,No,BLACK,F,BOWIE,MD,MD,A - Marked Patrol
18,701 UNIVERSITY BLVD E,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,4DR COROLLA,GRAY,Citation,Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol
22,RIVER RD / 495,No,No,No,No,Yes,No,No,NY,06 - Heavy Duty Truck,FHRT,TK,WHITE,Citation,Transportation Article,No,HISPANIC,M,BRONX,NY,NY,A - Marked Patrol
4,I/270 @ ROCKLEDGE DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,TSX,WHITE,Citation,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
23,WB UNIVERSITY BLVD@ E/ I-495 EXIT,No,No,No,No,No,No,No,MD,02 - Automobile,VOLV,4S,SILVER,Citation,Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol
22,FLOWER AVE/PINEY BRANCH RD,No,No,No,No,No,No,No,MD,02 - Automobile,MAZDA,PROTEGE,"BLUE, DARK",Citation,Transportation Article,No,HISPANIC,M,TAKOMA PARK,MD,XX,A - Marked Patrol
22,13813 BETHPAGE LN.,No,No,Yes,No,No,No,No,MD,02 - Automobile,HOND,2D,BLACK,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
21,ASTRODOME DR @ BEL PRE RD,No,No,No,No,No,No,No,WV,02 - Automobile,ACURA,3.2TL,BLUE,Citation,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol
15,OL495 @ CONNECTICUT AVE,No,No,No,No,No,No,No,MD,02 - Automobile,VOLV,4S,GOLD,Citation,Transportation Article,No,WHITE,M,HYATTSVILLE,MD,MD,A - Marked Patrol
19,COLESVILLE RD/WAYNE AVENUE,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,ALTIMA,SILVER,Citation,Transportation Article,No,HISPANIC,M,ROSEDALE,MD,MD,A - Marked Patrol
23,CONNECTCUT AVE / WELLER RD,No,No,No,No,No,No,No,DC,02 - Automobile,TOYOTA,CAMRY,WHITE,Citation,Transportation Article,No,BLACK,M,MOUNT RAINIER,MD,MD,A - Marked Patrol
14,VEIRS MILL RD @ GRIDLEY RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
8,FRONT OF 709 BONIFANT RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,SILVER,Citation,Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol
15,SHADY GROVE RD. AT EPSILON DR.,No,No,No,No,No,No,No,MD,02 - Automobile,ACUR,4S,SILVER,Citation,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol
1,MIDDLEBROOK RD. AT 270,No,No,No,No,No,No,No,MD,02 - Automobile,VOLK,PASSAT - 4S,MAROON,Citation,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,E - Marked Stationary Radar
19,STEDWICK RD @ WATKINS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,DODGE,DURANGO TK,BLACK,Citation,Transportation Article,No,HISPANIC,F,GERMANTOWN,MD,MD,A - Marked Patrol
14,FALLS RD @ ALLOWAY DR,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,VN,BLUE,Citation,Transportation Article,No,WHITE,F,BETHESDA,MD,MD,Q - Marked Laser
0,2 PRESERVE PKWY,No,No,No,No,No,No,No,XX,29 - Unknown,NONE,NONE,N/A,Citation,Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,O - Foot Patrol
9,GREENWOOD AT DOMER,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,RED,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
13,10901 WESTLAKE DRIVE,No,No,No,No,No,No,No,MD,08 - Recreational Vehicle,TOYT,SU,SILVER,Citation,Transportation Article,No,BLACK,M,BETHESDA,MD,MD,Q - Marked Laser
20,SANDY SPRING ROAD/OLD COLUMBIA PIKE,No,No,No,No,No,No,No,MD,02 - Automobile,SUBARU,TRIBECA,SILVER,Citation,Transportation Article,No,NATIVE AMERICAN,F,BURTONSVILLE,MD,MD,A - Marked Patrol
